Nom,Prénom,Spécialité,Date accréditation,OA,Département,FINESS,Statut
ABRAR,Diba,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2019-11-20,GYNERISQ,06,060780756,Libéral
ABRIOU,CAROLINE,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2022-02-03,CFAR,76,760780205,Libéral
ABRIOU,CAROLINE,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2022-02-03,CFAR,76,760921809,Libéral
ABRUZZESE,LUDOVIC,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-12-26,CFAR,49,400780359,Libéral
ABRUZZESE,LUDOVIC,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-12-26,CFAR,49,490007929,Libéral
ABS,Richard,"Chirurgie plastique, reconstructrice et esthétique",2022-06-23,PLASTIRISQ,13,130784903,Libéral
ABU AL ZAHAB,Marwan,Chirurgie orthopédique et traumatologie,2022-04-28,ORTHORISQ,73,730000262,Salarié
ABU AMARA,Saad,Chirurgie infantile,2019-01-30,OA CHIRPED,76,760000158,Libéral
ABU AMARA,Saad,Chirurgie infantile,2019-01-30,OA CHIRPED,76,760780627,Libéral
ACEVEDO GONZALEZ,Guillermo,Neurochirurgie,2019-09-25,Collège de Neurochirurgie,74,740785357,Libéral
ACHACHE,Guy,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2020-12-17,GYNERISQ,13,130783327,Libéral
ACHARIAN,Victor,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,64,640780946,Libéral
ACHIM,Irina stefania,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2019-10-23,GYNERISQ,79,790009948,Libéral
ACHOUCHE,Josué,"Chirurgie plastique, reconstructrice et esthétique",2021-02-18,PLASTIRISQ,94,100000082,Libéral et salarié
ACHOUCHE,Josué,"Chirurgie plastique, reconstructrice et esthétique",2021-02-18,PLASTIRISQ,94,770300192,Libéral et salarié
ACHOUCHE,Josué,"Chirurgie plastique, reconstructrice et esthétique",2021-02-18,PLASTIRISQ,94,770300275,Libéral et salarié
ACHOUCHE,Josué,"Chirurgie plastique, reconstructrice et esthétique",2021-02-18,PLASTIRISQ,94,940813033,Libéral et salarié
ACHOUCHE,Josué,"Chirurgie plastique, reconstructrice et esthétique",2021-02-18,PLASTIRISQ,94,950000331,Libéral et salarié
ACHOUR,Mohand,Chirurgie viscérale et digestive,2021-11-25,FCVD,94,930300298,Libéral
ACHOUR,Mohand,Chirurgie viscérale et digestive,2021-11-25,FCVD,94,930300637,Libéral
ACHOURI,ABDELLAZIZ,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2020-11-26,GYNERISQ,31,310000179,Libéral
ACHOURI,ABDELLAZIZ,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2020-11-26,GYNERISQ,31,310780382,Libéral
ACHRAFI,Homayoun,Chirurgie viscérale et digestive,2021-11-25,FCVD,75,750300154,Libéral
ACHRAFI,Homayoun,Chirurgie viscérale et digestive,2021-11-25,FCVD,75,930300025,Libéral
ACKERMANN,Steffen,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2019-09-25,GYNERISQ,67,670000272,Libéral et salarié
ACOUME,Toufic,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-16,GYNERISQ,80,800009920,Libéral
ADAM,Jacques-marie,Chirurgie orthopédique et traumatologie,2019-02-27,ORTHORISQ,76,760780627,Libéral
ADAM,Jean-marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,67,670780212,Libéral
ADAM,Philippe,"Chirurgie maxillo-faciale et stomatologie , Chirurgie maxillo-faciale , Stomatologie (activité chirurgicale)",2022-09-22,MAXILLORISQ,44,440000271,Libéral
ADAM,Philippe,"Chirurgie maxillo-faciale et stomatologie , Chirurgie maxillo-faciale , Stomatologie (activité chirurgicale)",2022-09-22,MAXILLORISQ,44,440041580,Libéral
ADAM,PHILIPPE,Radiologie et Imagerie médical,2020-04-01,ODPC-RIM,31,310019492,Libéral
ADAM,PHILIPPE,Radiologie et Imagerie médical,2020-04-01,ODPC-RIM,31,310780150,Libéral
ADAMCZEWSKI,BENJAMIN,Chirurgie orthopédique et traumatologie,2019-12-26,ORTHORISQ,31,310000310,Libéral
ADAMCZEWSKI,BENJAMIN,Chirurgie orthopédique et traumatologie,2019-12-26,ORTHORISQ,31,310000492,Libéral
ADAMCZEWSKI,BENJAMIN,Chirurgie orthopédique et traumatologie,2019-12-26,ORTHORISQ,31,310009279,Libéral
ADAMCZEWSKI,BENJAMIN,Chirurgie orthopédique et traumatologie,2019-12-26,ORTHORISQ,31,310781505,Libéral
ADAMCZYK,Sébastien,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2018-12-27,CFAR,62,620101501,Libéral
ADELVING,Philippe,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-12-18,CFAR,21,210012670,Libéral
ADELVING,Philippe,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-12-18,CFAR,21,210780979,Libéral
ADES,ABDELGHANI,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2022-06-23,CFAR,75,750150104,Salarié
ADJADJ,LUCILLE,"Chirurgie plastique, reconstructrice et esthétique",2019-02-27,PLASTIRISQ,95,950110049,Libéral
ADJADJ,LUCILLE,"Chirurgie plastique, reconstructrice et esthétique",2019-02-27,PLASTIRISQ,95,950807982,Libéral
ADRIAN,Denis,Chirurgie orthopédique et traumatologie,2021-10-21,ORTHORISQ,76,760780510,Libéral
AFFRIAT,Charlie,Gastro-entérologie (activité interventionnelle),2019-12-18,CEFA-HGE,13,130043664,Libéral
AFFRIAT,Charlie,Gastro-entérologie (activité interventionnelle),2019-12-18,CEFA-HGE,13,130785678,Libéral
AFIF,Ahmed,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2020-01-22,GYNERISQ,49,490002037,Libéral
AFKHAMI AGHDA,Sohi,"Chirurgie plastique, reconstructrice et esthétique",2020-09-24,PLASTIRISQ,22,220000301,Libéral
AFKHAMI AGHDA,Sohi,"Chirurgie plastique, reconstructrice et esthétique",2020-09-24,PLASTIRISQ,22,220022800,Libéral
AFLAK,Nizar,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2022-02-03,GYNERISQ,75,750000978,Libéral et salarié
AFLAK,Nizar,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2022-02-03,GYNERISQ,75,750100232,Libéral et salarié
AFLAK,Nizar,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2022-02-03,GYNERISQ,75,750300840,Libéral et salarié
AFLAK,Nizar,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2022-02-03,GYNERISQ,75,920100039,Libéral et salarié
AFLAK,Nizar,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2022-02-03,GYNERISQ,75,920300761,Libéral et salarié
AFONSO,DAVID,Chirurgie orthopédique et traumatologie,2019-12-18,ORTHORISQ,13,130785652,Libéral et salarié
AFONSO,DAVID,Chirurgie orthopédique et traumatologie,2019-12-18,ORTHORISQ,13,130804297,Libéral et salarié
AFRIAT,Raymond,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,75,750000523,Libéral et salarié
AFRIAT,Raymond,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,75,750300410,Libéral et salarié
AFSHARPOUR,Mohsen,Chirurgie orthopédique et traumatologie,2022-09-22,ORTHORISQ,08,080000094,Libéral et salarié
AGBEKPONOU,KODJOVI,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2020-11-26,GYNERISQ,95,950300277,Libéral
AGBONON,LEON,Chirurgie orthopédique et traumatologie,2022-02-03,ORTHORISQ,27,020000162,Libéral
AGBONON,LEON,Chirurgie orthopédique et traumatologie,2022-02-03,ORTHORISQ,27,020000535,Libéral
AGBONON,LEON,Chirurgie orthopédique et traumatologie,2022-02-03,ORTHORISQ,27,270000326,Libéral
AGLAN,Azza,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-16,GYNERISQ,78,780300208,Libéral
AGNANI,ALEXANDRE,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2020-02-26,CFAR,71,710000274,Libéral
AGNEL,DAVID,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2020-12-17,CFAR,13,130785652,Libéral
AGOSTINI,Aubert,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2022-09-22,GYNERISQ,13,130783236,Libéral et salarié
AGOSTINI,Julie,Chirurgie viscérale et digestive,2020-12-17,FCVD,35,350000121,Libéral
AGOUT,CHARLES,Chirurgie orthopédique et traumatologie,2021-09-23,ORTHORISQ,33,330780479,Libéral
AGUIRRE,LUC,Cardiologie (activité interventionnelle),2019-02-27,Cardiorisq - ODP2C,44,440041572,Libéral
AGUIRRE,LUC,Cardiologie (activité interventionnelle),2019-02-27,Cardiorisq - ODP2C,44,440041580,Libéral
AHLSCHWEDE,Erich,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2020-04-01,CFAR,68,260000021,Salarié
AHLSCHWEDE,Erich,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2020-04-01,CFAR,68,680000627,Salarié
AHMAD,NIZAR,Chirurgie orthopédique et traumatologie,2021-12-29,ORTHORISQ,91,910000298,Libéral et salarié
AHMAD,NIZAR,Chirurgie orthopédique et traumatologie,2021-12-29,ORTHORISQ,91,910000306,Libéral et salarié
AHMAD,NIZAR,Chirurgie orthopédique et traumatologie,2021-12-29,ORTHORISQ,91,910110055,Libéral et salarié
AHMADI,SAMI,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2018-12-19,GYNERISQ,79,790009948,Libéral
AHMEIDI,ABESSE,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2022-09-22,CFAR,59,590000188,Salarié
AIHONNOU,Thiery,Chirurgie orthopédique et traumatologie,2020-12-29,ORTHORISQ,80,800009920,Libéral
AIN,Jean-francois,Chirurgie viscérale et digestive,2021-05-27,FCVD,71,710006859,Libéral
AIRAUDI,Stephane,Chirurgie orthopédique et traumatologie,2021-07-01,ORTHORISQ,13,130783772,Libéral et salarié
AISSAOUI,Fatiha,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2018-12-27,GYNERISQ,93,342303914,Libéral
AISSOU,MOURAD,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2022-02-03,CFAR,94,940300031,Libéral
AIT ALI,TASSADIT,Radiologie et Imagerie médical,2020-07-16,ODPC-RIM,44,440033819,Libéral
AIT HAMOU,NORA,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2022-06-23,CFAR,75,750150104,Salarié
AIT MENGUELLET,SONIA,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2020-12-17,GYNERISQ,13,130008253,Libéral
AKAK,HAYET,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-01-30,CFAR,65,650002579,Libéral
AKAK,HAYET,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-01-30,CFAR,65,750000564,Libéral
AKAK,HAYET,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-01-30,CFAR,65,750300014,Libéral
AKESSOUL,PHILIPPE,Radiologie et Imagerie médical,2020-04-01,ODPC-RIM,30,300782117,Salarié
AKL,PIA,Radiologie et Imagerie médical,2022-03-31,ODPC-RIM,69,690007539,Salarié
AKNIN,Alain joel,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,75,750300931,Libéral
AKNIN,Joel,"Chirurgie plastique, reconstructrice et esthétique",2017-03-22,PLASTIRISQ,69,690780234,Libéral
AKNIN,Marie-paule,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2020-12-17,GYNERISQ,02,020010047,Libéral
AKNIN,Philippe,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2021-02-18,CFAR,69,690023239,Libéral
AKRICHE,Claude,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,78,780000618,Libéral
AKRICHE,Claude,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,78,780300265,Libéral
AL ASSAF,Adam,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2022-02-03,GYNERISQ,07,070780424,Libéral
AL ASSAF,Ihab,Chirurgie orthopédique et traumatologie,2020-12-17,ORTHORISQ,03,030785430,Libéral
AL HINDI,RAGHID,Chirurgie viscérale et digestive,2022-02-03,FCVD,77,770790707,Libéral et salarié
AL HINDI,RAGHID,Chirurgie viscérale et digestive,2022-02-03,FCVD,77,770811289,Libéral et salarié
AL KHOURY SALEM,HASSAN,Chirurgie infantile,2022-06-23,OA CHIRPED,42,420784878,Salarié
AL NASSER,Bassam,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2021-07-15,CFAR,60,600110175,Libéral
AL SAMMAN ZOUAGHI,SOPHIE,Chirurgie viscérale et digestive,2020-12-17,FCVD,69,690793468,Libéral
ALA EDDINE,Tarek,Chirurgie orthopédique et traumatologie,2019-06-26,ORTHORISQ,75,940300064,Libéral
ALAIN,Jerome,Chirurgie orthopédique et traumatologie,2018-01-24,ORTHORISQ,87,870011798,Libéral
ALAMDARI,Alireza,"Chirurgie plastique, reconstructrice et esthétique",2021-10-21,PLASTIRISQ,94,940300031,Libéral
ALAMDARI,Alireza,"Chirurgie plastique, reconstructrice et esthétique",2021-10-21,PLASTIRISQ,94,940300379,Libéral
ALAMI-CHENTOUFI,YOUSSEF,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2022-10-13,CFAR,18,180006520,Libéral
ALAMI-LAQBAQBI,FATIMA,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2020-07-16,CFAR,40,400011177,Salarié
ALAMOWITCH,Maxime boris,Chirurgie viscérale et digestive,2021-10-21,FCVD,50,500002357,Libéral
ALAMOWITCH,Maxime boris,Chirurgie viscérale et digestive,2021-10-21,FCVD,50,860780311,Libéral
ALAUX,Philippe,Chirurgie orthopédique et traumatologie,2020-09-24,ORTHORISQ,63,630780211,Libéral
ALAUZEN,Michel,Chirurgie thoracique et cardio-vasculaire,2021-09-23,SFCTCV,34,340780667,Libéral
ALAUZEN,Michel,Chirurgie thoracique et cardio-vasculaire,2021-09-23,SFCTCV,34,340780675,Libéral
ALAYA,SAMI,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2022-07-21,CFAR,13,130782634,Salarié
ALBERT,Andra,Neurochirurgie,2020-12-17,Collège de Neurochirurgie,63,630791382,Libéral
ALBERT,ERIC,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2021-07-01,CFAR,33,330781204,Libéral
ALBERT,Paul,Chirurgie urologique,2021-02-18,AFU,13,130783665,Libéral
ALBERT,Paul,Chirurgie urologique,2021-02-18,AFU,13,130785652,Libéral
ALBERT,THOMAS,Chirurgie urologique,2021-05-27,AFU,83,830100616,Libéral et salarié
ALBERTI,Marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2019-07-17,GYNERISQ,31,310026927,Libéral
ALBERTI,Marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2019-07-17,GYNERISQ,31,310780382,Libéral
ALBERTIN,Jerome,Chirurgie vasculaire,2021-07-15,VASCURISQ,83,830100392,Libéral
ALBERTINI,Serge,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-05-22,CFAR,38,380785956,Libéral
ALBRAND,Jean jacques,Chirurgie vasculaire,2021-05-06,VASCURISQ,13,050000090,Libéral
ALBRAND,Jean jacques,Chirurgie vasculaire,2021-05-06,VASCURISQ,13,130785652,Libéral
ALBY,Jean dominique,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2018-06-13,GYNERISQ,06,060020153,Libéral
ALEKSIC,Ivan,Chirurgie vasculaire,2021-12-29,VASCURISQ,69,690023411,Libéral
ALEMAN BARUCH,Isabelle,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-01-30,CFAR,13,130783772,Libéral
ALENDA,OLIVIER,Chirurgie urologique,2022-06-23,AFU,83,830100434,Libéral
ALESSIO,ANNUNZIATO,Gastro-entérologie (activité interventionnelle),2019-07-17,CEFA-HGE,69,690780663,Libéral et salarié
ALEXANDRE,Florence,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,63,630000826,Libéral
ALEXANDRE,Florence,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,63,630783330,Libéral
ALEXANDRE,Julien,Chirurgie orthopédique et traumatologie,2020-12-29,ORTHORISQ,75,750300121,Libéral et salarié
ALEXANDRE,Julien,Chirurgie orthopédique et traumatologie,2020-12-29,ORTHORISQ,75,750300360,Libéral et salarié
ALEXANDRE,Julien,Chirurgie orthopédique et traumatologie,2020-12-29,ORTHORISQ,75,930000336,Libéral et salarié
ALEXANDRE,Julien,Chirurgie orthopédique et traumatologie,2020-12-29,ORTHORISQ,75,930300066,Libéral et salarié
ALEXIEVA,Constanza,Chirurgie orthopédique et traumatologie,2018-09-20,ORTHORISQ,95,950300137,Libéral
ALEZRAH,MARC,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2019-12-18,CFAR,34,340780667,Libéral
ALFARAJ,Abdul hakim,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-01-21,GYNERISQ,94,280000183,Libéral
ALFARAJ,Abdul hakim,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-01-21,GYNERISQ,94,600000228,Libéral
ALFARAJ,Abdul hakim,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-01-21,GYNERISQ,94,940000912,Libéral
ALFONSO,Anne-lys,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2018-12-27,GYNERISQ,33,330780479,Libéral
ALHAMWI,FADI,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2021-12-29,GYNERISQ,60,600100754,Libéral
ALI,Mazen,Chirurgie orthopédique et traumatologie,2021-01-21,ORTHORISQ,45,450002613,Libéral et salarié
ALI,YOUSSEF,Neurochirurgie,2021-10-21,Collège de Neurochirurgie,84,840000640,Libéral
ALIANE,JUGURTHA,"Anesthésie-réanimation , Activité de réanimation , Activité de soins intensifs",2018-03-21,CFAR,26,260000377,Libéral
ALIFANO,Marco,Chirurgie thoracique et cardio-vasculaire,2022-02-03,SFCTCV,75,750100018,Libéral et salarié
ALIFANO,Marco,Chirurgie thoracique et cardio-vasculaire,2022-02-03,SFCTCV,75,750100166,Libéral et salarié
ALIMI,Yves,Chirurgie vasculaire,2021-05-27,VASCURISQ,13,130786049,Libéral et salarié
ALKAR,Fanny,Chirurgie orthopédique et traumatologie,2020-12-17,ORTHORISQ,34,340000306,Libéral et salarié
ALKAR,Fanny,Chirurgie orthopédique et traumatologie,2020-12-17,ORTHORISQ,34,340780683,Libéral et salarié
ALKAR,Fanny,Chirurgie orthopédique et traumatologie,2020-12-17,ORTHORISQ,34,340785161,Libéral et salarié
ALLAF GHOSN,Ghanda,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités d'obstétrique",2017-05-03,GYNERISQ,95,950300277,Libéral
ALLAIN,GERALDINE,Chirurgie thoracique et cardio-vasculaire,2020-12-29,SFCTCV,86,860000223,Salarié
