Nom,Prénom,Spécialité,Date accréditation,OA,Département,FINESS,Statut
ALFONSO,Anne-lys,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,33,330780479,Libéral
ALHAMWI,FADI,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-29,GYNERISQ,60,600100754,Libéral
ALLAF GHOSN,Ghanda,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2017-05-03,GYNERISQ,95,950300277,Libéral
ALLAM-NDOUL,EDITH,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-18,GYNERISQ,68,680000627,Salarié
ALLART,Jean-paul,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2022-04-28,GYNERISQ,75,920300712,Libéral
ALLOUCH,Jean michel,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-29,GYNERISQ,38,380786442,Libéral
ALRAYES,Mohammad hassan,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-06-26,GYNERISQ,59,590781605,Libéral et salarié
AMANCEI,SIMONA,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-18,GYNERISQ,68,110780228,Salarié
AMANCEI,SIMONA,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-18,GYNERISQ,68,680004546,Salarié
AMAR,Aime,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-11-26,GYNERISQ,13,130783327,Libéral
AMAR HOFFET,Aurélie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-03-27,GYNERISQ,13,130785652,Libéral
AMELOOT,SHAGHAYEGH,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-11-28,GYNERISQ,74,740780416,Libéral
AMI,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-05-06,GYNERISQ,75,750300410,Libéral et salarié
AMI,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-05-06,GYNERISQ,75,750300840,Libéral et salarié
AMI,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-05-06,GYNERISQ,75,750300881,Libéral et salarié
AMI,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-05-06,GYNERISQ,75,750300931,Libéral et salarié
AMI,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-05-06,GYNERISQ,75,920300670,Libéral et salarié
AMI,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-05-06,GYNERISQ,75,920300712,Libéral et salarié
AMI,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-05-06,GYNERISQ,75,930300116,Libéral et salarié
AMOROS,Matthieu,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-07-15,GYNERISQ,13,130783723,Libéral
AMOROS,Matthieu,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-07-15,GYNERISQ,13,130785652,Libéral
AMOUROUX,PATRICIA,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,66,660780669,Libéral
AMRAM,Michael,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-07-18,GYNERISQ,13,130783327,Libéral
ANCEY,Pierre,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-04-01,GYNERISQ,69,690031513,Libéral
ANDRE,Benoît,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-29,GYNERISQ,81,810000380,Salarié
ANOUFA,Serge,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,33,330780479,Libéral
ANQUETIL,Christophe,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-04-01,GYNERISQ,84,840000285,Libéral
ANTON-BOUSQUET,Marie claude,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-11-28,GYNERISQ,63,630781839,Libéral
AOUAR,Zahir,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-18,GYNERISQ,94,940006679,Libéral
APFELBAUM,Deborah,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-04-01,GYNERISQ,78,780300323,Libéral
ARBOLA,CHRISTELLE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-10-23,GYNERISQ,13,130038847,Libéral
ARDIET,Emmanuel,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,59,590806766,Libéral
ARFI,Jean simon ,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-11-25,GYNERISQ,75,750300410,Libéral et salarié
ARISTIZABAL,PATRICK,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-16,GYNERISQ,92,920300043,Libéral
ARMAND,Christiane,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2017-12-27,GYNERISQ,69,690022959,Libéral
ARNAUD,Robert,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-29,GYNERISQ,19,190000224,Libéral
ARNAUD,Robert,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-29,GYNERISQ,19,190000257,Libéral
ARTIGUENAVE,Marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-29,GYNERISQ,33,330780115,Libéral
ARTIGUENAVE,Marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-29,GYNERISQ,33,330780511,Libéral
ARTIGUENAVE,Marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-29,GYNERISQ,33,330781402,Libéral
ASSOULINE,Patrick,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2022-02-03,GYNERISQ,31,310780101,Libéral
ATROUS,GEOFFROY,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-02-26,GYNERISQ,16,160001632,Libéral
ATTAL,JEAN-PIERRE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,94,890970569,Libéral et salarié
ATTAL,JEAN-PIERRE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,94,940300551,Libéral et salarié
AUBERT,Stéphane,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-11-26,GYNERISQ,80,800009920,Libéral
AUBLANC,MATHILDE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2022-10-13,GYNERISQ,974,970462024,Libéral
AUBRIOT,Francois xavier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,75,750100182,Libéral
AUBRIOT,Francois xavier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,75,750300121,Libéral
AUBRIOT,Francois xavier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,75,920300712,Libéral
AUDIBERT,Francois,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-18,GYNERISQ,13,130786445,Libéral
AUDRIN,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-10-24,GYNERISQ,83,830100251,Libéral
AUGET,STEPHANIE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,29,290019777,Libéral
AUSSAVIS,FRANCOIS,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-02-26,GYNERISQ,83,830016671,Libéral
AUZMANN,Houssam,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-10-23,GYNERISQ,78,780300323,Libéral
AVIGDOR,Sandrine,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-07-01,GYNERISQ,45,450000088,Libéral et salarié
AWADA,Azzam,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-11-26,GYNERISQ,69,690023411,Libéral
AYEVA-DERMAN,Michael,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,44,440033819,Libéral
AZARIAN,MADELEINE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-18,GYNERISQ,84,130786445,Libéral
AZZI PELTIER,CAROLINE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,74,740000617,Libéral
AZZOUZ,FATIMA ZOHRA,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2022-02-03,GYNERISQ,42,420780553,Libéral
BADIOU,Wassim,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-07-17,GYNERISQ,6,60780392,Libéral
BADIOU,Wassim,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-07-17,GYNERISQ,6,310780101,Libéral
BAILLY,EMMANUEL,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-26,GYNERISQ,75,750300121,Libéral
BAKENGA,Julien,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-06-26,GYNERISQ,86,860780568,Libéral
BALLESTER-GROBOST,CHRISTELLE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-16,GYNERISQ,63,630783330,Libéral
BANCHERI,Frederic,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,51,510000193,Libéral et salarié
BANCHERI,Frederic,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,51,510000532,Libéral et salarié
BANCHERI,Frederic,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,51,510024979,Libéral et salarié
BARBERA CUXART,José maria,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-07-15,GYNERISQ,59,590816310,Libéral
BARDE,KATIA,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2022-04-28,GYNERISQ,13,130785652,Libéral
BARDY,CECILE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-11-26,GYNERISQ,33,330780479,Libéral
BARDY,CECILE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-11-26,GYNERISQ,33,330781360,Libéral
BARJOT,Philippe,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-11-20,GYNERISQ,14,140016759,Libéral
BARON,Marc,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-26,GYNERISQ,76,760780627,Libéral
BARRAL,CAMILLE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-09-24,GYNERISQ,13,130786445,Libéral
BARRY,MAMADOU,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,59,20010047,Libéral et salarié
BARRY,MAMADOU,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,59,590052056,Libéral et salarié
BARSAN,Ion,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-29,GYNERISQ,69,690780358,Libéral
BARZAC,Daniel,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,93,930300553,Libéral
BASCOU-FERRANDIS,Valerie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-01-22,GYNERISQ,86,860780568,Libéral
BASSINET,Patrick,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,87,870000411,Libéral
BASSOT,KARINE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-12-27,GYNERISQ,51,510000532,Libéral et salarié
BASTIDE,Nicolas,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,95,950300202,Libéral
BAUCHER,Soizic,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2022-02-03,GYNERISQ,69,690780358,Libéral
BAUJAT,MARTIN,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,31,310780135,Libéral
BAULON-THAVEAU,EMMANUELLE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-29,GYNERISQ,67,670014604,Libéral
BAULON-THAVEAU,EMMANUELLE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-29,GYNERISQ,67,670780063,Libéral
BEAUFILS,ETIENNE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-02-26,GYNERISQ,69,690780358,Libéral
BECHARD DE SPIRLET,MARINA,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-12-17,GYNERISQ,92,920300712,Libéral
BEEDASSY,Bassoodéo,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-07-15,GYNERISQ,83,830100616,Libéral et salarié
BEGLER FONNIER,Julia,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-11-26,GYNERISQ,30,300781465,Libéral
BEHLULI,ILMI,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-07-15,GYNERISQ,31,310780382,Libéral
BEILLAT,Tiphaine,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-26,GYNERISQ,76,760780627,Libéral
BELICARD,Emmanuelle,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-05-06,GYNERISQ,69,690782842,Libéral
BELLAHCENE,Mounir,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-01-22,GYNERISQ,94,370000531,Libéral et salarié
BELLAHCENE,Mounir,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-01-22,GYNERISQ,94,410000103,Libéral et salarié
BELLAHCENE,Mounir,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-01-22,GYNERISQ,94,520000068,Libéral et salarié
BELLAHCENE,Mounir,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-01-22,GYNERISQ,94,850009630,Libéral et salarié
BELLAHCENE,Mounir,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-01-22,GYNERISQ,94,940300379,Libéral et salarié
BELLEC,Violaine,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-29,GYNERISQ,29,290019777,Libéral
BEN BRAHIM,FOUED,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-07-16,GYNERISQ,94,940006679,Libéral
BEN SAIDA,Rachida,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-01-21,GYNERISQ,95,950300277,Libéral
BENAMOUR,Jean-marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-11-25,GYNERISQ,75,750300097,Libéral
BENAMOUR,Jean-marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-11-25,GYNERISQ,75,750300840,Libéral
BENAMOUR,Jean-marie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-11-25,GYNERISQ,75,920300670,Libéral
BENASSI,VANESSA,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-07-16,GYNERISQ,974,970462107,Libéral
BENAYOUN,DAVID,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2018-11-28,GYNERISQ,69,690780358,Libéral
BENCHIHA,ABDEL KADER,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-09-24,GYNERISQ,83,830000105,Libéral
BENCHIHA,ABDEL KADER,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-09-24,GYNERISQ,83,830100327,Libéral
BENDAVID-ATHIAS,CECILE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2022-02-03,GYNERISQ,35,350002812,Libéral
BENDAVID-ATHIAS,CECILE,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2022-02-03,GYNERISQ,35,350005146,Libéral
BENEZECH,Claude,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-29,GYNERISQ,34,340780675,Libéral
BENEZECH,Claude,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2021-12-29,GYNERISQ,34,340780683,Libéral
BENHAMOU,Richard,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-07-16,GYNERISQ,92,750300840,Libéral
BENICHOU,Renaud,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2020-11-26,GYNERISQ,33,330782582,Libéral
BENNIS NECHBA,Salime,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique , Activités obstétrique",2019-12-26,GYNERISQ,16,160013207,Libéral
